		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
01/01/24	0:15	24.3	24.3	24.2	95	23.4	0.0	---	0.00	0.0	---	24.3	26.4	26.4	---	990.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.062	24.4	88	22.3	26.3	19.51	1.1287	0.00	345	1	100.0	15
01/01/24	0:30	24.4	24.4	24.3	95	23.5	0.0	---	0.00	0.0	---	24.4	26.6	26.6	---	990.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.063	24.4	89	22.5	26.3	19.95	1.1285	0.00	342	1	100.0	15
01/01/24	0:45	24.2	24.4	24.2	94	23.2	0.0	---	0.00	0.0	---	24.2	26.3	26.3	---	990.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.061	24.3	89	22.4	26.2	19.95	1.1283	0.00	339	1	99.1	15
01/01/24	1:00	24.1	24.2	24.1	95	23.2	0.0	---	0.00	0.0	---	24.1	26.2	26.2	---	989.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.060	24.2	88	22.1	26.1	19.53	1.1290	0.00	335	1	98.0	15
01/01/24	1:15	24.0	24.1	23.9	95	23.1	0.0	---	0.00	0.0	---	24.0	26.1	26.1	---	989.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.059	24.2	89	22.3	26.1	19.95	1.1288	0.00	345	1	100.0	15
01/01/24	1:30	24.2	24.3	23.9	95	23.4	0.0	---	0.00	0.0	---	24.2	26.4	26.4	---	989.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.061	24.4	89	22.5	26.3	19.95	1.1272	0.00	340	1	99.4	15
01/01/24	1:45	24.3	24.3	24.2	95	23.4	0.0	---	0.00	0.0	---	24.3	26.4	26.4	---	989.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.062	24.6	88	22.4	26.5	19.50	1.1264	0.00	342	1	100.0	15
01/01/24	2:00	24.2	24.3	24.1	95	23.3	0.0	---	0.00	0.0	---	24.2	26.3	26.3	---	989.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.061	24.5	88	22.4	26.4	19.51	1.1267	0.00	346	1	100.0	15
01/01/24	2:15	24.4	24.4	24.2	96	23.7	0.0	---	0.00	0.0	---	24.4	26.6	26.6	---	989.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.063	24.7	88	22.5	26.7	19.49	1.1261	0.00	349	1	100.0	15
01/01/24	2:30	24.2	24.4	24.1	96	23.5	6.4	NNW	1.61	11.3	NW	24.2	26.4	26.4	---	989.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.061	24.7	88	22.5	26.7	19.49	1.1264	0.00	338	1	98.8	15
01/01/24	2:45	24.3	24.3	24.2	95	23.4	4.8	NNE	1.21	9.7	NNW	24.3	26.4	26.4	---	989.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.062	24.7	88	22.6	26.7	19.49	1.1261	0.00	337	1	98.5	15
01/01/24	3:00	24.3	24.3	24.3	96	23.6	4.8	NNW	1.21	12.9	NNE	24.3	26.5	26.5	---	989.7	0.20	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.062	24.8	88	22.7	26.8	19.49	1.1257	0.00	335	1	98.0	15
01/01/24	3:15	24.3	24.3	24.3	96	23.7	1.6	NW	0.40	8.0	NNW	24.3	26.6	26.6	---	989.6	4.00	40.8	0	0.00	0	0.0	0.00	0.0	0.000	0.063	24.8	88	22.7	26.8	19.49	1.1257	0.00	347	1	100.0	15
01/01/24	3:30	24.3	24.3	24.3	96	23.6	3.2	W	0.80	14.5	W	24.3	26.5	26.5	---	990.0	0.60	7.8	0	0.00	0	0.0	0.00	0.0	0.000	0.062	24.8	88	22.7	26.8	19.49	1.1261	0.00	337	1	98.5	15
01/01/24	3:45	23.4	24.3	23.4	95	22.6	12.9	WNW	3.22	25.7	W	23.2	25.2	24.9	---	989.8	18.40	202.2	0	0.00	0	0.0	0.00	0.0	0.000	0.053	24.4	88	22.3	26.3	19.51	1.1281	0.00	338	1	98.8	15
01/01/24	4:00	23.3	23.4	23.3	96	22.6	4.8	WSW	1.21	16.1	WSW	23.3	25.0	25.0	---	989.8	4.60	125.2	0	0.00	0	0.0	0.00	0.0	0.000	0.052	24.0	88	21.9	25.8	19.54	1.1303	0.00	340	1	99.4	15
01/01/24	4:15	23.6	23.6	23.3	96	22.9	6.4	NNW	1.61	12.9	NNW	23.6	25.4	25.4	---	989.8	0.60	4.2	0	0.00	0	0.0	0.00	0.0	0.000	0.054	24.0	89	22.1	25.8	19.95	1.1299	0.00	329	1	96.2	15
01/01/24	4:30	23.6	23.6	23.5	96	22.9	4.8	NNW	1.21	12.9	NW	23.6	25.5	25.5	---	990.1	1.60	34.2	0	0.00	0	0.0	0.00	0.0	0.000	0.055	24.1	89	22.1	25.9	19.95	1.1299	0.00	348	1	100.0	15
01/01/24	4:45	23.6	23.7	23.6	96	22.9	3.2	N	0.80	8.0	N	23.6	25.5	25.5	---	990.0	2.00	34.2	0	0.00	0	0.0	0.00	0.0	0.000	0.055	24.1	89	22.2	26.0	19.95	1.1296	0.00	341	1	99.7	15
01/01/24	5:00	23.6	23.7	23.6	96	22.9	1.6	N	0.40	4.8	N	23.6	25.5	25.5	---	990.1	0.60	2.6	0	0.00	0	0.0	0.00	0.0	0.000	0.055	24.1	89	22.2	26.0	19.95	1.1297	0.00	337	1	98.5	15
01/01/24	5:15	23.6	23.6	23.6	96	22.9	1.6	SSW	0.40	4.8	SSW	23.6	25.5	25.5	---	990.3	0.20	1.8	0	0.00	0	0.0	0.00	0.0	0.000	0.055	24.1	89	22.2	26.0	19.95	1.1298	0.00	332	1	97.1	15
01/01/24	5:30	23.4	23.6	23.4	96	22.8	4.8	S	1.21	6.4	S	23.4	25.2	25.2	---	990.3	0.20	0.8	0	0.00	0	0.0	0.00	0.0	0.000	0.053	24.0	89	22.1	25.8	19.95	1.1305	0.00	335	1	98.0	15
01/01/24	5:45	23.3	23.4	23.3	96	22.7	4.8	SSE	1.21	9.7	SSE	23.3	25.1	25.1	---	990.8	0.20	0.8	0	0.00	0	0.0	0.00	0.0	0.000	0.052	23.9	89	22.0	25.7	19.95	1.1317	0.00	340	1	99.4	15
01/01/24	6:00	23.3	23.4	23.3	96	22.6	3.2	SSE	0.80	6.4	S	23.3	25.0	25.0	---	991.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.052	23.9	89	22.0	25.7	19.95	1.1319	0.00	341	1	99.7	15
01/01/24	6:15	23.3	23.3	23.2	96	22.6	3.2	SSE	0.80	6.4	SSE	23.3	25.0	25.0	---	991.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.052	23.8	89	21.9	25.6	19.95	1.1325	0.00	345	1	100.0	15
01/01/24	6:30	23.2	23.3	23.2	96	22.5	4.8	SE	1.21	9.7	SE	23.2	24.9	24.9	---	991.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.051	23.8	89	21.9	25.6	19.95	1.1328	0.00	344	1	100.0	15
01/01/24	6:45	23.2	23.2	23.2	96	22.5	4.8	SE	1.21	8.0	ESE	23.2	24.9	24.9	---	991.5	0.00	0.0	3	0.06	7	0.0	0.00	0.0	0.000	0.050	23.8	89	21.9	25.6	19.95	1.1329	0.00	341	1	99.7	15
01/01/24	7:00	23.2	23.2	23.2	96	22.5	3.2	SE	0.80	8.0	SSE	23.2	24.9	24.9	---	991.6	0.00	0.0	12	0.26	16	0.0	0.00	0.0	0.000	0.051	23.9	89	22.0	25.7	19.95	1.1327	0.00	347	1	100.0	15
01/01/24	7:15	23.2	23.2	23.2	96	22.5	4.8	SE	1.21	8.0	SSE	23.2	24.9	24.9	---	991.7	0.00	0.0	24	0.52	30	0.0	0.00	0.0	0.000	0.050	23.9	89	22.0	25.7	19.95	1.1328	0.00	341	1	99.7	15
01/01/24	7:30	23.2	23.2	23.1	96	22.5	3.2	ESE	0.80	6.4	ESE	23.2	24.9	24.9	---	991.9	0.00	0.0	43	0.92	53	0.0	0.00	0.0	0.000	0.050	23.9	89	22.0	25.8	19.95	1.1327	0.00	346	1	100.0	15
01/01/24	7:45	23.2	23.2	23.1	96	22.5	3.2	ENE	0.80	6.4	E	23.2	24.9	24.9	---	992.1	0.00	0.0	65	1.40	84	0.3	0.02	0.7	0.000	0.050	24.1	90	22.4	26.0	20.45	1.1317	0.00	335	1	98.0	15
01/01/24	8:00	23.2	23.2	23.1	96	22.5	3.2	ESE	0.80	6.4	ESE	23.2	24.9	24.9	---	992.2	0.00	0.0	97	2.09	109	0.9	0.05	1.0	0.000	0.050	24.2	90	22.5	26.2	20.45	1.1311	0.03	348	1	100.0	15
01/01/24	8:15	23.4	23.4	23.2	96	22.7	1.6	ESE	0.40	4.8	SSE	23.4	25.2	25.2	---	992.5	0.00	0.0	121	2.60	130	1.2	0.07	1.3	0.000	0.053	24.7	91	23.1	26.8	20.98	1.1285	0.00	338	1	98.8	15
01/01/24	8:30	23.6	23.6	23.4	96	22.9	1.6	SE	0.40	4.8	SE	23.6	25.5	25.5	---	992.6	0.00	0.0	165	3.55	204	1.6	0.09	2.0	0.000	0.055	25.3	91	23.7	27.8	21.00	1.1251	0.00	349	1	100.0	15
01/01/24	8:45	23.8	23.9	23.6	96	23.1	1.6	E	0.40	3.2	E	23.8	25.8	25.8	---	992.7	0.00	0.0	242	5.20	262	2.5	0.15	2.9	0.000	0.057	26.3	91	24.7	29.9	21.04	1.1191	0.00	351	1	100.0	15
01/01/24	9:00	24.4	24.4	23.8	97	23.9	0.0	ESE	0.00	3.2	ESE	24.4	26.7	26.7	---	992.7	0.00	0.0	299	6.43	336	3.1	0.18	3.4	0.000	0.063	27.8	90	26.0	33.4	20.29	1.1110	0.13	350	1	100.0	15
01/01/24	9:15	24.7	24.8	24.4	95	23.9	0.0	NE	0.00	1.6	ESE	24.7	27.1	27.1	---	992.8	0.00	0.0	318	6.84	396	3.7	0.22	4.2	0.000	0.067	29.2	88	27.0	37.1	18.89	1.1033	0.00	342	1	100.0	15
01/01/24	9:30	25.4	25.4	24.8	94	24.4	1.6	SSE	0.40	3.2	SSE	25.4	28.2	28.2	---	992.8	0.00	0.0	429	9.22	529	4.6	0.27	5.1	0.000	0.073	30.7	86	28.1	41.8	17.91	1.0953	0.00	344	1	100.0	15
01/01/24	9:45	26.2	26.2	25.4	90	24.4	3.2	SSE	0.80	6.4	W	26.2	29.4	29.4	---	993.0	0.00	0.0	614	13.20	701	5.9	0.35	6.9	0.000	0.082	32.7	82	29.2	49.4	16.31	1.0853	0.00	341	1	99.7	15
01/01/24	10:00	26.8	26.8	26.2	86	24.2	3.2	W	0.80	9.7	W	26.8	30.2	30.2	---	993.0	0.00	0.0	455	9.78	686	5.9	0.35	7.4	0.000	0.088	33.3	82	29.8	53.1	16.27	1.0816	0.28	339	1	99.1	15
01/01/24	10:15	27.2	27.2	26.8	87	24.9	3.2	WNW	0.80	11.3	W	27.2	31.3	31.3	---	993.1	0.00	0.0	450	9.68	524	6.1	0.36	8.0	0.000	0.093	33.5	83	30.2	55.4	16.60	1.0800	0.00	326	1	95.3	15
01/01/24	10:30	27.3	27.3	27.2	85	24.5	6.4	W	1.61	11.3	W	27.3	31.2	31.2	---	993.0	0.00	0.0	463	9.96	561	6.9	0.41	8.1	0.000	0.093	33.7	83	30.4	56.7	16.60	1.0789	0.00	347	1	100.0	15
01/01/24	10:45	27.7	27.7	27.3	84	24.7	6.4	NW	1.61	14.5	W	27.7	32.0	32.0	---	992.8	0.00	0.0	458	9.85	721	6.7	0.39	6.8	0.000	0.097	34.3	82	30.8	60.4	16.20	1.0751	0.00	343	1	100.0	15
01/01/24	11:00	27.9	27.9	27.6	84	24.9	6.4	NW	1.61	14.5	N	27.9	32.6	32.6	---	992.6	0.00	0.0	551	11.85	816	7.1	0.42	7.3	0.000	0.100	34.6	83	31.3	64.4	16.56	1.0725	0.36	345	1	100.0	15
01/01/24	11:15	28.1	28.1	27.9	84	25.1	6.4	NNW	1.61	16.1	NNW	28.1	33.1	33.1	---	992.6	0.00	0.0	484	10.41	926	8.2	0.48	9.1	0.000	0.101	34.8	83	31.5	66.4	16.56	1.0710	0.00	345	1	100.0	15
01/01/24	11:30	28.1	28.2	28.0	81	24.5	8.0	NNW	2.01	19.3	NNE	28.1	32.7	32.7	---	992.2	0.00	0.0	406	8.73	561	8.9	0.52	10.3	0.000	0.102	34.4	84	31.3	64.4	17.05	1.0725	0.00	345	1	100.0	15
01/01/24	11:45	28.9	28.9	28.1	81	25.4	4.8	WNW	1.21	14.5	NW	28.9	35.0	35.0	---	992.0	0.00	0.0	380	8.17	548	9.0	0.53	11.9	0.000	0.111	35.6	83	32.3	74.4	16.46	1.0654	0.00	342	1	100.0	15
01/01/24	12:00	29.0	29.1	28.9	80	25.2	4.8	N	1.21	11.3	NNE	29.0	34.9	34.9	---	991.8	0.00	0.0	494	10.62	708	10.0	0.59	12.1	0.000	0.111	36.6	82	33.0	83.2	15.93	1.0598	0.30	341	1	99.7	15
01/01/24	12:15	29.1	29.2	29.0	79	25.1	6.4	NW	1.61	16.1	NW	29.1	34.9	34.9	---	991.6	0.00	0.0	453	9.74	564	8.9	0.52	9.6	0.000	0.112	36.0	83	32.7	79.0	16.41	1.0625	0.00	342	1	100.0	15
01/01/24	12:30	29.2	29.2	29.1	80	25.4	8.0	WNW	2.01	17.7	NNW	29.2	35.2	35.2	---	991.2	0.00	0.0	463	9.96	563	8.2	0.48	8.7	0.000	0.113	35.4	84	32.3	74.8	16.99	1.0649	0.00	338	1	98.8	15
01/01/24	12:45	29.2	29.3	29.1	78	25.0	8.0	NNE	2.01	14.5	NNW	29.2	34.9	34.9	---	990.9	0.00	0.0	551	11.85	582	8.4	0.50	8.6	0.000	0.113	35.3	84	32.2	73.6	17.00	1.0654	0.00	339	1	99.1	15
01/01/24	13:00	29.5	29.5	29.2	77	25.0	8.0	N	2.01	19.3	N	29.5	35.3	35.3	---	990.6	0.00	0.0	621	13.35	691	8.9	0.52	9.5	0.000	0.116	35.2	85	32.3	73.7	17.43	1.0654	0.38	342	1	100.0	15
01/01/24	13:15	29.8	29.8	29.5	80	26.0	6.4	NNW	1.61	14.5	NW	29.8	36.6	36.6	---	990.1	0.00	0.0	587	12.62	677	8.5	0.50	9.4	0.000	0.119	35.9	84	32.8	80.1	16.92	1.0609	0.00	338	1	98.8	15
01/01/24	13:30	29.7	29.8	29.7	79	25.6	4.8	NE	1.21	11.3	NE	29.7	36.1	36.1	---	989.5	0.00	0.0	542	11.65	563	7.8	0.46	8.0	0.000	0.118	36.1	84	33.0	82.8	16.89	1.0587	0.00	340	1	99.4	15
01/01/24	13:45	29.5	29.7	29.4	81	25.9	8.0	NE	2.01	12.9	E	29.5	36.1	36.1	---	989.1	0.00	0.0	599	12.88	661	8.0	0.47	8.4	0.000	0.116	35.8	84	32.7	79.4	16.93	1.0601	0.00	349	1	100.0	15
01/01/24	14:00	29.7	29.8	29.5	79	25.6	8.0	ENE	2.01	17.7	ENE	29.7	36.1	36.1	---	988.8	0.00	0.0	723	15.55	809	8.9	0.52	9.3	0.000	0.118	35.9	84	32.8	80.8	16.91	1.0590	0.43	339	1	99.1	15
01/01/24	14:15	30.2	30.3	29.7	74	25.1	6.4	NNE	1.61	17.7	NNE	30.2	36.5	36.5	---	988.4	0.00	0.0	763	16.41	809	8.8	0.52	9.3	0.000	0.124	37.0	85	34.1	98.7	17.16	1.0509	0.00	335	1	98.0	15
01/01/24	14:30	30.1	30.3	30.1	77	25.6	6.4	ENE	1.61	12.9	N	30.1	36.8	36.8	---	988.0	0.00	0.0	605	13.01	733	7.0	0.41	8.1	0.000	0.123	37.2	83	33.8	95.6	16.23	1.0505	0.00	338	1	98.8	15
01/01/24	14:45	29.8	30.1	29.7	78	25.5	6.4	NNE	1.61	14.5	NE	29.8	36.2	36.2	---	987.8	0.00	0.0	386	8.30	443	5.0	0.29	5.5	0.000	0.119	36.0	84	32.9	81.4	16.91	1.0575	0.00	347	1	100.0	15
01/01/24	15:00	29.4	29.8	29.4	78	25.1	6.4	NNE	1.61	11.3	NNE	29.4	35.3	35.3	---	987.2	0.00	0.0	353	7.59	373	4.4	0.26	4.5	0.000	0.115	34.9	85	32.0	71.2	17.45	1.0630	0.38	339	1	99.1	15
01/01/24	15:15	29.4	29.5	29.4	79	25.4	4.8	N	1.21	11.3	N	29.4	35.5	35.5	---	986.9	0.00	0.0	327	7.03	373	3.9	0.23	4.2	0.000	0.115	34.5	86	31.8	68.5	17.83	1.0649	0.00	331	1	96.8	15
01/01/24	15:30	29.6	29.6	29.4	79	25.5	4.8	NNE	1.21	12.9	NE	29.6	35.8	35.8	---	986.7	0.00	0.0	439	9.44	471	4.0	0.24	4.2	0.000	0.117	34.7	87	32.2	72.4	18.24	1.0630	0.00	346	1	100.0	15
01/01/24	15:45	29.5	29.6	29.4	79	25.5	6.4	NNE	1.61	11.3	NNE	29.5	35.7	35.7	---	986.6	0.00	0.0	424	9.12	473	3.6	0.21	4.0	0.000	0.116	34.7	86	32.0	70.9	17.84	1.0631	0.00	346	1	100.0	15
01/01/24	16:00	29.3	29.5	29.3	80	25.5	6.4	NNE	1.61	11.3	NE	29.3	35.6	35.6	---	986.5	0.00	0.0	288	6.19	334	2.7	0.16	3.0	0.000	0.115	34.3	86	31.6	66.2	17.82	1.0659	0.28	331	1	96.8	15
01/01/24	16:15	29.1	29.3	29.1	82	25.7	6.4	NE	1.61	9.7	NE	29.1	35.4	35.4	---	986.6	0.00	0.0	230	4.95	239	2.1	0.12	2.3	0.000	0.112	33.5	86	30.8	59.1	17.80	1.0709	0.00	332	1	97.1	15
01/01/24	16:30	28.9	29.1	28.9	83	25.8	4.8	NE	1.21	8.0	NE	28.9	35.4	35.4	---	986.6	0.00	0.0	192	4.13	232	1.6	0.09	1.8	0.000	0.111	32.9	87	30.4	55.3	18.17	1.0742	0.00	342	1	100.0	15
01/01/24	16:45	28.7	28.9	28.7	84	25.7	4.8	NE	1.21	9.7	NE	28.7	34.9	34.9	---	986.7	0.00	0.0	126	2.71	146	1.2	0.07	1.3	0.000	0.108	32.2	87	29.8	50.6	18.15	1.0784	0.00	343	1	100.0	15
01/01/24	17:00	28.4	28.7	28.4	85	25.6	4.8	NE	1.21	8.0	NE	28.4	34.1	34.1	---	986.6	0.00	0.0	90	1.94	104	0.9	0.05	1.0	0.000	0.105	31.6	88	29.3	47.1	18.62	1.0820	0.13	342	1	100.0	15
01/01/24	17:15	28.3	28.4	28.3	85	25.5	1.6	NE	0.40	8.0	NE	28.3	33.8	33.8	---	986.9	0.00	0.0	76	1.63	77	0.7	0.04	0.8	0.000	0.104	31.1	88	28.8	44.2	18.68	1.0854	0.00	338	1	98.8	15
01/01/24	17:30	28.2	28.3	28.2	86	25.7	0.0	---	0.00	0.0	---	28.2	33.8	33.8	---	987.1	0.00	0.0	82	1.76	83	0.6	0.04	0.6	0.000	0.103	30.7	88	28.4	42.7	18.72	1.0880	0.00	346	1	100.0	15
01/01/24	17:45	28.2	28.3	28.2	86	25.6	1.6	E	0.40	4.8	E	28.2	33.7	33.7	---	987.2	0.00	0.0	70	1.51	79	0.0	0.00	0.0	0.000	0.102	30.4	88	28.2	41.4	18.75	1.0899	0.00	347	1	100.0	15
01/01/24	18:00	28.0	28.2	28.0	88	25.8	3.2	E	0.80	4.8	E	28.0	33.6	33.6	---	987.3	0.00	0.0	48	1.03	58	0.0	0.00	0.0	0.000	0.101	29.9	88	27.7	39.4	18.80	1.0926	0.05	350	1	100.0	15
01/01/24	18:15	27.8	28.0	27.8	87	25.5	1.6	E	0.40	4.8	E	27.8	32.9	32.9	---	987.5	0.00	0.0	28	0.60	40	0.0	0.00	0.0	0.000	0.099	29.6	89	27.5	38.4	19.43	1.0947	0.00	349	1	100.0	15
01/01/24	18:30	27.7	27.8	27.7	87	25.3	3.2	ENE	0.80	6.4	ENE	27.7	32.5	32.5	---	987.6	0.00	0.0	4	0.09	12	0.0	0.00	0.0	0.000	0.097	28.9	88	26.8	36.4	18.94	1.0990	0.00	341	1	99.7	15
01/01/24	18:45	27.6	27.7	27.6	87	25.2	3.2	ENE	0.80	4.8	ENE	27.6	32.2	32.2	---	987.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.096	28.4	88	26.3	34.8	19.03	1.1021	0.00	339	1	99.1	15
01/01/24	19:00	27.3	27.6	27.3	88	25.2	3.2	ENE	0.80	4.8	ENE	27.3	31.8	31.8	---	988.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.094	28.1	88	25.9	33.8	19.10	1.1048	0.03	338	1	98.8	15
01/01/24	19:15	27.1	27.3	27.1	89	25.1	3.2	ENE	0.80	4.8	ENE	27.1	31.2	31.2	---	988.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.091	27.8	88	25.6	33.0	19.15	1.1070	0.00	325	1	95.0	15
01/01/24	19:30	26.7	27.1	26.7	90	24.9	3.2	NNE	0.80	6.4	NNE	26.7	30.6	30.6	---	988.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.087	27.4	88	25.2	31.9	19.22	1.1094	0.00	340	1	99.4	15
01/01/24	19:45	26.7	26.7	26.6	91	25.1	4.8	NNE	1.21	6.4	NNE	26.7	30.6	30.6	---	989.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.087	27.2	89	25.2	31.5	19.86	1.1107	0.00	334	1	97.7	15
01/01/24	20:00	26.6	26.6	26.6	91	25.0	4.8	NNE	1.21	6.4	NNE	26.6	30.3	30.3	---	989.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.086	27.0	89	25.0	31.1	19.89	1.1119	0.03	342	1	100.0	15
01/01/24	20:15	26.4	26.6	26.4	91	24.9	6.4	NNE	1.61	9.7	NE	26.4	30.1	30.1	---	989.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.084	26.9	89	25.0	30.9	19.90	1.1124	0.00	341	1	99.7	15
01/01/24	20:30	26.6	26.6	26.4	91	25.0	6.4	NNE	1.61	8.0	NNE	26.6	30.3	30.3	---	989.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.086	27.0	89	25.0	31.1	19.89	1.1125	0.00	281	1	82.2	15
01/01/24	20:45	26.6	26.6	26.6	91	25.0	6.4	NE	1.61	9.7	NE	26.6	30.4	30.4	---	989.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.086	27.1	89	25.1	31.2	19.88	1.1122	0.00	342	1	100.0	15
01/01/24	21:00	26.8	26.8	26.6	91	25.2	8.0	N	2.01	29.0	ENE	26.8	30.8	30.8	---	990.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.088	27.1	89	25.1	31.2	19.88	1.1130	0.03	330	1	96.5	15
01/01/24	21:15	25.0	26.8	25.0	92	23.6	17.7	NNW	4.43	41.8	N	23.7	27.3	26.1	---	991.3	4.00	50.4	0	0.00	0	0.0	0.00	0.0	0.000	0.069	26.3	87	23.9	29.3	18.79	1.1194	0.00	345	1	100.0	15
01/01/24	21:30	24.4	25.0	24.4	93	23.2	11.3	NNW	2.82	22.5	NNE	24.4	26.5	26.5	---	991.4	2.00	11.0	0	0.00	0	0.0	0.00	0.0	0.000	0.063	25.2	88	23.1	27.5	19.45	1.1252	0.00	332	1	97.1	15
01/01/24	21:45	24.2	24.4	24.2	93	23.0	9.7	N	2.41	22.5	NNE	24.2	26.3	26.3	---	991.2	0.20	6.0	0	0.00	0	0.0	0.00	0.0	0.000	0.061	24.7	89	22.7	26.7	19.95	1.1278	0.00	350	1	100.0	15
01/01/24	22:00	24.1	24.2	24.1	93	22.9	9.7	NNE	2.41	17.7	NNE	24.1	26.2	26.2	---	991.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.060	24.4	89	22.5	26.3	19.95	1.1288	0.03	349	1	100.0	15
01/01/24	22:15	24.0	24.1	24.0	93	22.8	4.8	NNE	1.21	12.9	NNE	24.0	26.0	26.0	---	990.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.059	24.3	89	22.4	26.2	19.95	1.1293	0.00	338	1	98.8	15
01/01/24	22:30	23.9	24.0	23.9	94	22.9	1.6	NNW	0.40	6.4	WNW	23.9	25.9	25.9	---	991.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.058	24.2	90	22.5	26.2	20.45	1.1297	0.00	345	1	100.0	15
01/01/24	22:45	23.8	23.9	23.8	94	22.8	3.2	WNW	0.80	9.7	W	23.8	25.8	25.8	---	991.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.057	24.2	90	22.4	26.1	20.45	1.1303	0.00	345	1	100.0	15
01/01/24	23:00	23.8	23.8	23.8	94	22.8	1.6	NNW	0.40	6.4	NW	23.8	25.7	25.7	---	991.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.057	24.2	90	22.4	26.1	20.45	1.1303	0.00	343	1	100.0	15
01/01/24	23:15	23.8	23.8	23.7	94	22.8	0.0	NNW	0.00	1.6	NNW	23.8	25.7	25.7	---	991.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.057	24.2	89	22.2	26.1	19.95	1.1307	0.00	338	1	98.8	15
01/01/24	23:30	23.7	23.8	23.7	94	22.6	4.8	N	1.21	9.7	NNE	23.7	25.5	25.5	---	991.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.056	24.1	89	22.2	26.0	19.95	1.1311	0.00	337	1	98.5	15
01/01/24	23:45	23.7	23.7	23.6	94	22.6	6.4	NW	1.61	17.7	NNW	23.7	25.5	25.5	---	991.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.056	24.1	89	22.2	26.0	19.95	1.1307	0.00	348	1	100.0	15
02/01/24	00:00	23.7	23.7	23.7	94	22.6	4.8	NW	1.21	8.0	NW	23.7	25.5	25.5	---	990.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.056	24.0	89	22.1	25.8	19.95	1.1310	0.00	340	1	99.4	15
02/01/24	0:15	23.6	23.7	23.6	95	22.7	4.8	W	1.21	6.4	WNW	23.6	25.4	25.4	---	990.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.054	24.0	89	22.1	25.8	19.95	1.1305	0.00	344	1	100.0	15
02/01/24	0:30	23.5	23.6	23.5	95	22.7	3.2	W	0.80	4.8	WNW	23.5	25.3	25.3	---	989.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.054	23.9	89	22.0	25.8	19.95	1.1303	0.00	349	1	100.0	15
02/01/24	0:45	23.4	23.5	23.4	95	22.6	4.8	W	1.21	6.4	W	23.4	25.2	25.2	---	989.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.053	23.8	89	21.9	25.6	19.95	1.1306	0.00	346	1	100.0	15
